tag,kind,context_id,context_len,target_id,n_keypoints,target_len,mbits,rate
1000,brief,brief_3,618,summary_gpt4o_68_1,68,1927,77.11563274655441,0.12478257725979679
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_69_1,69,2969,160.07936686433482,0.16418396601470236
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_69_1,69,2969,77.1613102231372,0.12209068073281204
1000,recall,3,998,summary_gpt4o_69_1,69,2969,76.77812230521204,0.07693198627776757
1000,brief,brief_3,618,summary_gpt4o_69_1,69,2969,64.09282434319675,0.10371007175274556
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_70_1,70,2792,202.9181633482715,0.20812119317771435
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_70_1,70,2792,89.51527187802185,0.14163808841459152
1000,recall,3,998,summary_gpt4o_70_1,70,2792,126.57228868285527,0.12682594056398325
1000,brief,brief_3,618,summary_gpt4o_70_1,70,2792,90.42937901939968,0.14632585601844608
1000,summary,summary_gpt4o_23_1,975,summary_gpt4o_71_1,71,2913,209.5683991982196,0.21494194789560983
1000,short_summary,summary_gpt4o_11_1,632,summary_gpt4o_71_1,71,2913,78.58039297077403,0.12433606482717409
